epoch,step,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
15,1399,1.1070244312286377,0.9921875,1.0,,,
15,1409,1.0926109552383423,1.0,1.0,,,
15,1419,1.0903555154800415,1.0,1.0,,,
15,1429,1.0903007984161377,1.0,1.0,,,
15,1439,1.067694067955017,1.0,1.0,,,
15,1449,1.1065053939819336,1.0,1.0,,,
15,1459,1.09624183177948,1.0,1.0,,,
15,1469,1.0753884315490723,1.0,1.0,,,
15,1471,,,,1.5626304149627686,0.9050658345222473,0.9716792702674866
16,1479,1.0813390016555786,1.0,1.0,,,
16,1489,1.1083974838256836,1.0,1.0,,,
16,1499,1.0817666053771973,1.0,1.0,,,
16,1509,1.1269770860671997,0.9921875,1.0,,,
16,1519,1.0923784971237183,1.0,1.0,,,
16,1529,1.091322660446167,1.0,1.0,,,
16,1539,1.1008548736572266,0.9921875,1.0,,,
16,1549,1.0757472515106201,1.0,1.0,,,
16,1559,1.0906020402908325,0.9921875,1.0,,,
16,1563,,,,1.5659372806549072,0.9054647088050842,0.9692860245704651
17,1569,1.074643850326538,1.0,1.0,,,
17,1579,1.101982593536377,1.0,1.0,,,
17,1589,1.0710781812667847,1.0,1.0,,,
17,1599,1.0995190143585205,0.9921875,1.0,,,
17,1609,1.064613938331604,1.0,1.0,,,
17,1619,1.082829236984253,1.0,1.0,,,
17,1629,1.0957517623901367,1.0,1.0,,,
17,1639,1.0832362174987793,1.0,1.0,,,
17,1649,1.0979399681091309,1.0,1.0,,,
17,1655,,,,1.5540906190872192,0.9058635830879211,0.9676904678344727
18,1659,1.0948668718338013,1.0,1.0,,,
18,1669,1.086338996887207,1.0,1.0,,,
18,1679,1.0967450141906738,1.0,1.0,,,
18,1689,1.0708863735198975,1.0,1.0,,,
18,1699,1.0685673952102661,1.0,1.0,,,
18,1709,1.0764163732528687,1.0,1.0,,,
18,1719,1.0807271003723145,1.0,1.0,,,
18,1729,1.0599138736724854,1.0,1.0,,,
18,1739,1.0974262952804565,0.9921875,1.0,,,
18,1747,,,,1.5573521852493286,0.9142401218414307,0.9744715094566345
19,1749,1.0818209648132324,1.0,1.0,,,
19,1759,1.0820790529251099,1.0,1.0,,,
19,1769,1.0881688594818115,1.0,1.0,,,
19,1779,1.055262565612793,1.0,1.0,,,
19,1789,1.0647242069244385,1.0,1.0,,,
19,1799,1.0695472955703735,1.0,1.0,,,
19,1809,1.0715711116790771,1.0,1.0,,,
19,1819,1.0731675624847412,1.0,1.0,,,
19,1829,1.0680959224700928,1.0,1.0,,,
19,1839,1.089854121208191,1.0,1.0,,,
19,1839,,,,1.5773645639419556,0.9042680263519287,0.9740725755691528
20,1849,1.0827990770339966,1.0,1.0,,,
20,1859,1.0746729373931885,0.9921875,1.0,,,
20,1869,1.0730962753295898,1.0,1.0,,,
20,1879,1.0709640979766846,1.0,1.0,,,
20,1889,1.0634700059890747,1.0,1.0,,,
20,1899,1.0688254833221436,1.0,1.0,,,
20,1909,1.0923731327056885,0.9921875,1.0,,,
20,1919,1.0696020126342773,1.0,1.0,,,
20,1929,1.080995798110962,0.9921875,1.0,,,
20,1931,,,,1.5701667070388794,0.9074591398239136,0.9708815217018127
21,1939,1.0676064491271973,1.0,1.0,,,
21,1949,1.0747485160827637,1.0,1.0,,,
21,1959,1.0598576068878174,1.0,1.0,,,
21,1969,1.0575379133224487,1.0,1.0,,,
21,1979,1.060241937637329,1.0,1.0,,,
21,1989,1.0504441261291504,1.0,1.0,,,
21,1999,1.0476888418197632,1.0,1.0,,,
21,2009,1.0801788568496704,0.9921875,1.0,,,
21,2019,1.0664564371109009,1.0,1.0,,,
21,2023,,,,1.56405770778656,0.9078580141067505,0.9728759527206421
22,2029,1.0627762079238892,1.0,1.0,,,
22,2039,1.047956109046936,1.0,1.0,,,
22,2049,1.0722095966339111,1.0,1.0,,,
22,2059,1.060645580291748,1.0,1.0,,,
22,2069,1.0726429224014282,0.9921875,1.0,,,
22,2079,1.0688230991363525,1.0,1.0,,,
22,2089,1.0556933879852295,1.0,1.0,,,
22,2099,1.0854339599609375,0.9921875,1.0,,,
22,2109,1.068627119064331,0.9921875,1.0,,,
22,2115,,,,1.5569508075714111,0.9102513194084167,0.9744715094566345
23,2119,1.049269676208496,1.0,1.0,,,
23,2129,1.064222812652588,1.0,1.0,,,
23,2139,1.0528168678283691,1.0,1.0,,,
23,2149,1.064687728881836,0.9921875,1.0,,,
23,2159,1.0612695217132568,1.0,1.0,,,
23,2169,1.0568257570266724,1.0,1.0,,,
23,2179,1.0671497583389282,1.0,1.0,,,
23,2189,1.0499238967895508,1.0,1.0,,,
23,2199,1.0539335012435913,1.0,1.0,,,
23,2207,,,,1.5513442754745483,0.9150378704071045,0.9728759527206421
24,2209,1.0450464487075806,1.0,1.0,,,
24,2219,1.046449065208435,1.0,1.0,,,
24,2229,1.064997911453247,1.0,1.0,,,
24,2239,1.0482513904571533,1.0,1.0,,,
24,2249,1.0726723670959473,0.9921875,1.0,,,
24,2259,1.048915982246399,1.0,1.0,,,
24,2269,1.0510601997375488,1.0,1.0,,,
24,2279,1.047898292541504,1.0,1.0,,,
24,2289,1.0850454568862915,0.9921875,1.0,,,
24,2299,1.0643599033355713,1.0,1.0,,,
24,2299,,,,1.5855262279510498,0.9158356785774231,0.9700837731361389
25,2309,1.060680866241455,1.0,1.0,,,
25,2319,1.043339729309082,1.0,1.0,,,
25,2329,1.0820460319519043,0.9921875,1.0,,,
25,2339,1.0542999505996704,1.0,1.0,,,
25,2349,1.0461678504943848,1.0,1.0,,,
25,2359,1.0517655611038208,1.0,1.0,,,
25,2369,1.0519766807556152,1.0,1.0,,,
25,2379,1.059375286102295,0.9921875,1.0,,,
25,2389,1.0457903146743774,1.0,1.0,,,
25,2391,,,,1.5619802474975586,0.9178300499916077,0.9740725755691528
26,2399,1.0485682487487793,1.0,1.0,,,
26,2409,1.0447382926940918,1.0,1.0,,,
26,2419,1.0579595565795898,1.0,1.0,,,
26,2429,1.0446035861968994,1.0,1.0,,,
26,2439,1.0596610307693481,0.9921875,1.0,,,
26,2449,1.0363421440124512,1.0,1.0,,,
26,2459,1.0416370630264282,1.0,1.0,,,
26,2469,1.0705751180648804,0.9921875,1.0,,,
26,2479,1.0394200086593628,1.0,1.0,,,
26,2483,,,,1.5692564249038696,0.9218189120292664,0.9748703837394714
27,2489,1.0598249435424805,0.9921875,1.0,,,
27,2499,1.0351945161819458,1.0,1.0,,,
27,2509,1.0585769414901733,0.9921875,1.0,,,
27,2519,1.0321563482284546,1.0,1.0,,,
27,2529,1.047073245048523,1.0,1.0,,,
27,2539,1.0463417768478394,1.0,1.0,,,
27,2549,1.0490683317184448,1.0,1.0,,,
27,2559,1.0439926385879517,1.0,1.0,,,
27,2569,1.0518968105316162,1.0,1.0,,,
27,2575,,,,1.5568324327468872,0.9118468165397644,0.9756681323051453
28,2579,1.0490906238555908,1.0,1.0,,,
28,2589,1.0543419122695923,1.0,1.0,,,
28,2599,1.0344042778015137,1.0,1.0,,,
28,2609,1.0371158123016357,1.0,1.0,,,
28,2619,1.0427767038345337,1.0,1.0,,,
28,2629,1.0369865894317627,1.0,1.0,,,
28,2639,1.0402185916900635,1.0,1.0,,,
28,2649,1.029664397239685,1.0,1.0,,,
28,2659,1.047821044921875,1.0,1.0,,,
28,2667,,,,1.5448050498962402,0.9166334271430969,0.9724770784378052
29,2669,1.0390464067459106,1.0,1.0,,,
29,2679,1.059765100479126,1.0,1.0,,,
29,2689,1.047843098640442,1.0,1.0,,,
29,2699,1.0377174615859985,1.0,1.0,,,
29,2709,1.0413224697113037,1.0,1.0,,,
29,2719,1.0331395864486694,1.0,1.0,,,
29,2729,1.0341100692749023,1.0,1.0,,,
29,2739,1.0433686971664429,1.0,1.0,,,
29,2749,1.0336172580718994,1.0,1.0,,,
29,2759,1.0511934757232666,1.0,1.0,,,
29,2759,,,,1.5684260129928589,0.9194256067276001,0.9728759527206421
30,2769,1.0410678386688232,1.0,1.0,,,
30,2779,1.0382860898971558,1.0,1.0,,,
30,2789,1.0432803630828857,1.0,1.0,,,
30,2799,1.0351712703704834,1.0,1.0,,,
30,2809,1.0339744091033936,1.0,1.0,,,
30,2819,1.0343881845474243,1.0,1.0,,,
30,2829,1.0513577461242676,0.9921875,1.0,,,
30,2839,1.0309197902679443,1.0,1.0,,,
30,2849,1.0404480695724487,1.0,1.0,,,
30,2851,,,,1.5698481798171997,0.9182289838790894,0.9740725755691528
31,2859,1.0368069410324097,1.0,1.0,,,
31,2869,1.0394620895385742,1.0,1.0,,,
31,2879,1.0294910669326782,1.0,1.0,,,
31,2889,1.0413745641708374,1.0,1.0,,,
31,2899,1.0425662994384766,1.0,1.0,,,
31,2909,1.0331354141235352,0.9921875,1.0,,,
31,2919,1.0310776233673096,1.0,1.0,,,
31,2929,1.0425913333892822,1.0,1.0,,,
31,2939,1.0505790710449219,1.0,1.0,,,
31,2943,,,,1.5649290084838867,0.9142401218414307,0.9736737012863159
32,2949,1.0335500240325928,1.0,1.0,,,
32,2959,1.0281447172164917,1.0,1.0,,,
32,2969,1.0220953226089478,1.0,1.0,,,
32,2979,1.0245215892791748,1.0,1.0,,,
32,2989,1.0259361267089844,1.0,1.0,,,
32,2999,1.0313599109649658,1.0,1.0,,,
32,3009,1.0292613506317139,1.0,1.0,,,
32,3019,1.0342906713485718,1.0,1.0,,,
32,3029,1.0263397693634033,1.0,1.0,,,
32,3035,,,,1.5712084770202637,0.919824481010437,0.9756681323051453
33,3039,1.0260218381881714,1.0,1.0,,,
33,3049,1.029563307762146,1.0,1.0,,,
33,3059,1.0200564861297607,1.0,1.0,,,
33,3069,1.0400002002716064,0.9921875,1.0,,,
33,3079,1.0456438064575195,0.9921875,1.0,,,
33,3089,1.0303339958190918,1.0,1.0,,,
33,3099,1.0240086317062378,1.0,1.0,,,
33,3109,1.0426788330078125,0.9921875,1.0,,,
33,3119,1.0218603610992432,1.0,1.0,,,
33,3127,,,,1.5721354484558105,0.9214200377464294,0.9744715094566345
34,3129,1.0294735431671143,1.0,1.0,,,
34,3139,1.025194764137268,1.0,1.0,,,
34,3149,1.0283066034317017,1.0,1.0,,,
34,3159,1.0282323360443115,1.0,1.0,,,
34,3169,1.027504563331604,1.0,1.0,,,
34,3179,1.0193442106246948,1.0,1.0,,,
34,3189,1.0361498594284058,1.0,1.0,,,
34,3199,1.0253925323486328,1.0,1.0,,,
34,3209,1.0149586200714111,1.0,1.0,,,
34,3219,1.0484962463378906,1.0,1.0,,,
34,3219,,,,1.5747350454330444,0.9186278581619263,0.9752692580223083
35,3229,1.024210810661316,1.0,1.0,,,
35,3239,1.0287070274353027,1.0,1.0,,,
35,3249,1.02822744846344,1.0,1.0,,,
35,3259,1.015905737876892,1.0,1.0,,,
35,3269,1.0258547067642212,1.0,1.0,,,
35,3279,1.024550437927246,1.0,1.0,,,
35,3289,1.025743007659912,1.0,1.0,,,
35,3299,1.0168997049331665,1.0,1.0,,,
35,3309,1.0210201740264893,1.0,1.0,,,
35,3311,,,,1.5587822198867798,0.9202233552932739,0.9784603118896484
36,3319,1.0168452262878418,1.0,1.0,,,
36,3329,1.0242277383804321,1.0,1.0,,,
36,3339,1.0311297178268433,0.9921875,1.0,,,
36,3349,1.0174322128295898,1.0,1.0,,,
36,3359,1.0329524278640747,1.0,1.0,,,
36,3369,1.0233283042907715,1.0,1.0,,,
36,3379,1.0170953273773193,1.0,1.0,,,
36,3389,1.0218784809112549,1.0,1.0,,,
36,3399,1.012556552886963,1.0,1.0,,,
36,3403,,,,1.5652395486831665,0.9206222295761108,0.9744715094566345
37,3409,1.0145206451416016,1.0,1.0,,,
37,3419,1.0253996849060059,1.0,1.0,,,
37,3429,1.0081403255462646,1.0,1.0,,,
37,3439,1.0106031894683838,1.0,1.0,,,
37,3449,1.0129523277282715,1.0,1.0,,,
37,3459,1.0135865211486816,1.0,1.0,,,
37,3469,1.012715458869934,1.0,1.0,,,
37,3479,1.028716802597046,1.0,1.0,,,
37,3489,1.0182039737701416,1.0,1.0,,,
37,3495,,,,1.5727912187576294,0.9190267324447632,0.9752692580223083
38,3499,1.013887643814087,1.0,1.0,,,
38,3509,1.0223603248596191,0.9921875,1.0,,,
38,3519,1.0233463048934937,1.0,1.0,,,
38,3529,1.022458553314209,1.0,1.0,,,
38,3539,1.0145695209503174,1.0,1.0,,,
38,3549,1.0256696939468384,0.9921875,1.0,,,
38,3559,1.0286117792129517,1.0,1.0,,,
38,3569,1.0157687664031982,1.0,1.0,,,
38,3579,1.022985577583313,1.0,1.0,,,
38,3587,,,,1.5693610906600952,0.9242122173309326,0.9736737012863159
39,3589,1.0132083892822266,1.0,1.0,,,
39,3599,1.0096083879470825,1.0,1.0,,,
39,3609,1.0091636180877686,1.0,1.0,,,
39,3619,1.0265167951583862,1.0,1.0,,,
39,3629,1.0169614553451538,1.0,1.0,,,
39,3639,1.0229735374450684,1.0,1.0,,,
39,3649,1.0122326612472534,1.0,1.0,,,
39,3659,1.0166901350021362,1.0,1.0,,,
39,3669,1.0137577056884766,1.0,1.0,,,
39,3679,1.0155030488967896,1.0,1.0,,,
39,3679,,,,1.5789507627487183,0.9206222295761108,0.9724770784378052
40,3689,1.0142260789871216,1.0,1.0,,,
40,3699,1.0126315355300903,1.0,1.0,,,
40,3709,1.0101510286331177,1.0,1.0,,,
40,3719,1.0175199508666992,1.0,1.0,,,
40,3729,1.013710618019104,1.0,1.0,,,
40,3739,1.0106302499771118,1.0,1.0,,,
40,3749,1.004249095916748,1.0,1.0,,,
40,3759,1.0074962377548218,1.0,1.0,,,
40,3769,1.0139236450195312,0.9921875,1.0,,,
40,3771,,,,1.5771976709365845,0.9226166605949402,0.9760670065879822
41,3779,1.0140107870101929,1.0,1.0,,,
41,3789,1.0138133764266968,1.0,1.0,,,
41,3799,1.0148602724075317,1.0,1.0,,,
41,3809,1.0102803707122803,1.0,1.0,,,
41,3819,1.0095092058181763,1.0,1.0,,,
41,3829,1.01297926902771,1.0,1.0,,,
41,3839,1.0171054601669312,1.0,1.0,,,
41,3849,1.0067585706710815,1.0,1.0,,,
41,3859,1.0115330219268799,1.0,1.0,,,
41,3863,,,,1.5657958984375,0.9234144687652588,0.9744715094566345
42,3869,1.0060099363327026,1.0,1.0,,,
42,3879,1.0051308870315552,1.0,1.0,,,
42,3889,1.0052236318588257,1.0,1.0,,,
42,3899,1.0122206211090088,1.0,1.0,,,
42,3909,1.0072565078735352,1.0,1.0,,,
42,3919,1.009659767150879,1.0,1.0,,,
42,3929,1.0120137929916382,1.0,1.0,,,
42,3939,1.0073821544647217,1.0,1.0,,,
42,3949,1.0080446004867554,1.0,1.0,,,
42,3955,,,,1.5869770050048828,0.9238133430480957,0.9752692580223083
43,3959,1.0068377256393433,1.0,1.0,,,
43,3969,1.021986484527588,1.0,1.0,,,
43,3979,1.0014262199401855,1.0,1.0,,,
43,3989,1.012708067893982,1.0,1.0,,,
43,3999,1.0157595872879028,0.9921875,1.0,,,
43,4009,1.008060097694397,1.0,1.0,,,
43,4019,1.00075364112854,1.0,1.0,,,
43,4029,1.006056785583496,1.0,1.0,,,
43,4039,1.0024421215057373,1.0,1.0,,,
43,4047,,,,1.564313292503357,0.929397702217102,0.976864755153656
44,4049,1.0132153034210205,1.0,1.0,,,
44,4059,1.0148770809173584,1.0,1.0,,,
44,4069,1.0131261348724365,1.0,1.0,,,
44,4079,1.006339430809021,1.0,1.0,,,
44,4089,0.9954609870910645,1.0,1.0,,,
44,4099,1.0086556673049927,1.0,1.0,,,
44,4109,1.002868890762329,1.0,1.0,,,
44,4119,0.9988532066345215,1.0,1.0,,,
44,4129,0.9969977140426636,1.0,1.0,,,
44,4139,1.008102536201477,1.0,1.0,,,
44,4139,,,,1.5862559080123901,0.9234144687652588,0.9744715094566345
45,4149,1.0052969455718994,1.0,1.0,,,
45,4159,1.0062906742095947,1.0,1.0,,,
45,4169,1.002314567565918,1.0,1.0,,,
45,4179,1.0055811405181885,1.0,1.0,,,
45,4189,1.001650333404541,1.0,1.0,,,
45,4199,0.9981145262718201,1.0,1.0,,,
45,4209,1.0044420957565308,1.0,1.0,,,
45,4219,0.9962975382804871,1.0,1.0,,,
45,4229,1.000224232673645,1.0,1.0,,,
45,4231,,,,1.5631146430969238,0.9301954507827759,0.9752692580223083
46,4239,0.9931915998458862,1.0,1.0,,,
46,4249,1.0045819282531738,1.0,1.0,,,
46,4259,0.9969998598098755,1.0,1.0,,,
46,4269,1.0040980577468872,1.0,1.0,,,
46,4279,1.0041985511779785,1.0,1.0,,,
46,4289,0.996393620967865,1.0,1.0,,,
46,4299,0.9951844215393066,1.0,1.0,,,
46,4309,1.009933590888977,1.0,1.0,,,
46,4319,0.9982744455337524,1.0,1.0,,,
46,4323,,,,1.5839929580688477,0.9289988279342651,0.9752692580223083
47,4329,0.9971036911010742,1.0,1.0,,,
47,4339,1.0074554681777954,1.0,1.0,,,
47,4349,0.9982443451881409,1.0,1.0,,,
47,4359,0.9960591793060303,1.0,1.0,,,
47,4369,1.0009435415267944,1.0,1.0,,,
47,4379,0.995063066482544,1.0,1.0,,,
47,4389,0.9956068396568298,1.0,1.0,,,
47,4399,0.9932306408882141,1.0,1.0,,,
47,4409,0.9940701127052307,1.0,1.0,,,
47,4415,,,,1.5708502531051636,0.9278021454811096,0.9772636890411377
48,4419,0.999476432800293,1.0,1.0,,,
48,4429,1.0071653127670288,1.0,1.0,,,
48,4439,0.9952831268310547,1.0,1.0,,,
48,4449,0.993842601776123,1.0,1.0,,,
48,4459,0.9947438836097717,1.0,1.0,,,
48,4469,0.9897000193595886,1.0,1.0,,,
48,4479,0.998478889465332,1.0,1.0,,,
48,4489,0.9913714528083801,1.0,1.0,,,
48,4499,1.000098705291748,1.0,1.0,,,
48,4507,,,,1.578323483467102,0.926206648349762,0.9744715094566345
49,4509,0.992011547088623,1.0,1.0,,,
49,4519,0.9957038164138794,1.0,1.0,,,
49,4529,0.9995990991592407,1.0,1.0,,,
49,4539,0.9928423166275024,1.0,1.0,,,
49,4549,0.9922756552696228,1.0,1.0,,,
49,4559,0.9937787652015686,1.0,1.0,,,
49,4569,0.991245448589325,1.0,1.0,,,
49,4579,0.9908528923988342,1.0,1.0,,,
49,4589,0.9916932582855225,1.0,1.0,,,
49,4599,0.9953562021255493,1.0,1.0,,,
49,4599,,,,1.5678291320800781,0.932987630367279,0.9760670065879822
50,4609,0.9941763281822205,1.0,1.0,,,
50,4619,0.9923701286315918,1.0,1.0,,,
50,4629,0.9923754930496216,1.0,1.0,,,
50,4639,0.9912076592445374,1.0,1.0,,,
50,4649,1.0015264749526978,1.0,1.0,,,
50,4659,0.9989622831344604,1.0,1.0,,,
50,4669,0.993297815322876,1.0,1.0,,,
50,4679,0.9925357103347778,1.0,1.0,,,
50,4689,1.0027878284454346,1.0,1.0,,,
50,4691,,,,1.5742241144180298,0.9274032711982727,0.9776625633239746
51,4699,0.9906365871429443,1.0,1.0,,,
51,4709,1.0023949146270752,1.0,1.0,,,
51,4719,0.9906026721000671,1.0,1.0,,,
51,4729,0.9926736354827881,1.0,1.0,,,
51,4739,0.9926469326019287,1.0,1.0,,,
51,4749,0.9968301653862,1.0,1.0,,,
51,4759,0.990324079990387,1.0,1.0,,,
51,4769,0.9926654100418091,1.0,1.0,,,
51,4779,0.9949391484260559,1.0,1.0,,,
51,4783,,,,1.5679587125778198,0.9301954507827759,0.9764658808708191
52,4789,0.9921200275421143,1.0,1.0,,,
52,4799,0.9875954389572144,1.0,1.0,,,
