epoch,step,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
0,9,6.111494541168213,0.0078125,0.0234375,,,
0,19,5.88873815536499,0.0234375,0.0546875,,,
0,29,5.809560298919678,0.0078125,0.078125,,,
0,39,5.822817802429199,0.0,0.0546875,,,
0,49,5.564691543579102,0.0390625,0.1640625,,,
0,59,5.4235734939575195,0.03125,0.1328125,,,
0,69,5.327446460723877,0.09375,0.1484375,,,
0,79,5.128124713897705,0.0703125,0.1796875,,,
0,89,5.000059127807617,0.078125,0.2265625,,,
0,99,5.047547340393066,0.0859375,0.2421875,,,
0,109,4.5845441818237305,0.125,0.3359375,,,
0,119,4.463047981262207,0.1484375,0.375,,,
0,129,4.636778831481934,0.109375,0.3515625,,,
0,139,4.396606922149658,0.140625,0.4296875,,,
0,149,4.544432640075684,0.15625,0.40625,,,
0,159,4.48845100402832,0.171875,0.34375,,,
0,169,4.357985019683838,0.1796875,0.4140625,,,
0,179,4.333640098571777,0.1953125,0.3828125,,,
0,189,4.129606246948242,0.2109375,0.484375,,,
0,199,4.166314601898193,0.1640625,0.4375,,,
0,209,4.050419807434082,0.2109375,0.4375,,,
0,219,4.161352634429932,0.2109375,0.4765625,,,
0,229,4.257839679718018,0.2109375,0.4921875,,,
0,239,3.8979010581970215,0.25,0.5234375,,,
0,249,3.8437628746032715,0.171875,0.484375,,,
0,259,4.0093994140625,0.2109375,0.5234375,,,
0,269,3.896925926208496,0.2265625,0.53125,,,
0,279,3.816494941711426,0.2265625,0.546875,,,
0,289,4.01187801361084,0.2421875,0.5078125,,,
0,299,4.175213813781738,0.1796875,0.4765625,,,
0,309,4.055577278137207,0.2265625,0.515625,,,
0,319,3.8787178993225098,0.28125,0.5859375,,,
0,329,3.9955313205718994,0.234375,0.4609375,,,
0,339,3.726330280303955,0.2890625,0.625,,,
0,349,3.9269986152648926,0.25,0.4921875,,,
0,359,3.7885913848876953,0.28125,0.5234375,,,
0,369,3.6599183082580566,0.2265625,0.5,,,
0,379,3.858548879623413,0.21875,0.5625,,,
0,389,3.8350703716278076,0.2421875,0.515625,,,
0,399,3.561992645263672,0.25,0.59375,,,
0,409,3.7990715503692627,0.2734375,0.546875,,,
0,419,3.798637628555298,0.28125,0.5625,,,
0,429,3.958540439605713,0.265625,0.53125,,,
0,439,3.984635829925537,0.265625,0.5234375,,,
0,449,3.7932794094085693,0.2734375,0.5703125,,,
0,459,3.6855099201202393,0.328125,0.5703125,,,
0,469,3.381889820098877,0.3515625,0.5859375,,,
0,479,3.288883924484253,0.4375,0.6640625,,,
0,489,3.4796173572540283,0.28125,0.65625,,,
0,499,3.6233065128326416,0.3125,0.6015625,,,
0,509,3.6299164295196533,0.328125,0.609375,,,
0,519,3.606873035430908,0.296875,0.609375,,,
0,529,3.654991388320923,0.3359375,0.6015625,,,
0,539,3.561218500137329,0.359375,0.6640625,,,
0,549,3.498734951019287,0.34375,0.5703125,,,
0,559,3.642246723175049,0.28125,0.6015625,,,
0,569,3.540372848510742,0.2578125,0.5859375,,,
0,579,3.618459701538086,0.375,0.609375,,,
0,589,3.428394317626953,0.3515625,0.65625,,,
0,599,3.425002336502075,0.3671875,0.609375,,,
0,609,3.591186285018921,0.3515625,0.578125,,,
0,619,3.283034324645996,0.3828125,0.671875,,,
0,629,3.5082058906555176,0.3359375,0.640625,,,
0,639,3.250107526779175,0.390625,0.6484375,,,
0,649,3.407090663909912,0.390625,0.609375,,,
0,659,3.648116111755371,0.3984375,0.640625,,,
0,669,3.4692788124084473,0.3203125,0.625,,,
0,679,3.65647029876709,0.3046875,0.625,,,
0,689,3.397594928741455,0.390625,0.6875,,,
0,699,3.5494654178619385,0.3046875,0.6171875,,,
0,709,3.7827677726745605,0.296875,0.5859375,,,
0,719,3.4544084072113037,0.3671875,0.625,,,
0,729,3.5189476013183594,0.3671875,0.5859375,,,
0,739,3.4331040382385254,0.3671875,0.59375,,,
0,749,3.3891420364379883,0.3359375,0.578125,,,
0,750,,,,3.3766391277313232,0.39759036898612976,0.6744892597198486
1,759,3.5963234901428223,0.328125,0.6015625,,,
1,769,3.1736693382263184,0.390625,0.671875,,,
1,779,3.4830985069274902,0.296875,0.6953125,,,
1,789,3.3040590286254883,0.3984375,0.671875,,,
1,799,3.190504550933838,0.421875,0.6953125,,,
1,809,3.1884541511535645,0.4375,0.6640625,,,
1,819,3.332841396331787,0.375,0.671875,,,
1,829,3.2298974990844727,0.46875,0.640625,,,
1,839,3.5099804401397705,0.375,0.640625,,,
1,849,3.082179069519043,0.4296875,0.7109375,,,
1,859,3.2493042945861816,0.40625,0.6953125,,,
1,869,2.999924659729004,0.4140625,0.671875,,,
1,879,3.2118916511535645,0.3671875,0.671875,,,
1,889,3.0785140991210938,0.4609375,0.6875,,,
1,899,3.4321441650390625,0.4296875,0.6640625,,,
1,909,3.112724781036377,0.484375,0.75,,,
1,919,2.909127712249756,0.421875,0.7109375,,,
1,929,3.0760507583618164,0.4453125,0.734375,,,
1,939,3.13142991065979,0.3984375,0.7265625,,,
1,949,2.9938082695007324,0.4609375,0.7578125,,,
1,959,3.2887375354766846,0.4296875,0.703125,,,
1,969,3.0834150314331055,0.3671875,0.6953125,,,
1,979,3.061729907989502,0.4453125,0.7890625,,,
1,989,3.3690409660339355,0.40625,0.703125,,,
1,999,2.9544219970703125,0.4453125,0.765625,,,
1,1009,3.436591863632202,0.3046875,0.6484375,,,
1,1019,3.163489818572998,0.4375,0.7265625,,,
1,1029,3.21951961517334,0.4296875,0.6640625,,,
1,1039,3.255814790725708,0.3984375,0.6953125,,,
1,1049,2.636059045791626,0.484375,0.75,,,
1,1059,3.3306467533111572,0.3828125,0.6640625,,,
1,1069,3.2063021659851074,0.484375,0.6953125,,,
1,1079,3.010319471359253,0.453125,0.6796875,,,
1,1089,2.9490270614624023,0.515625,0.78125,,,
1,1099,3.117966651916504,0.421875,0.671875,,,
1,1109,3.13081693649292,0.453125,0.7578125,,,
1,1119,2.9288125038146973,0.5234375,0.7578125,,,
1,1129,3.080254077911377,0.421875,0.734375,,,
1,1139,3.185967445373535,0.390625,0.7109375,,,
1,1149,3.3627514839172363,0.3671875,0.625,,,
1,1159,3.39762544631958,0.40625,0.7265625,,,
1,1169,2.9022610187530518,0.5078125,0.7734375,,,
1,1179,2.899784803390503,0.5078125,0.7734375,,,
1,1189,2.950397491455078,0.46875,0.78125,,,
1,1199,2.9503607749938965,0.4453125,0.7265625,,,
1,1209,3.2856528759002686,0.3671875,0.640625,,,
1,1219,3.006624460220337,0.4296875,0.6875,,,
1,1229,3.0812745094299316,0.4140625,0.71875,,,
1,1239,3.0869603157043457,0.4609375,0.7421875,,,
1,1249,2.8319125175476074,0.53125,0.7734375,,,
1,1259,3.1088480949401855,0.4140625,0.75,,,
1,1269,3.0406081676483154,0.4140625,0.765625,,,
1,1279,3.070561647415161,0.4375,0.6875,,,
1,1289,3.299004316329956,0.421875,0.671875,,,
1,1299,3.2440738677978516,0.453125,0.6796875,,,
1,1309,3.0617284774780273,0.40625,0.7578125,,,
1,1319,3.1977200508117676,0.453125,0.6875,,,
1,1329,3.0494942665100098,0.3828125,0.7421875,,,
1,1339,3.0640316009521484,0.5078125,0.7578125,,,
1,1349,3.1658639907836914,0.40625,0.7421875,,,
1,1359,3.0033135414123535,0.5,0.640625,,,
1,1369,3.3384437561035156,0.40625,0.7265625,,,
1,1379,3.279491901397705,0.4453125,0.71875,,,
1,1389,3.119835615158081,0.4140625,0.671875,,,
1,1399,2.9647674560546875,0.5,0.7578125,,,
1,1409,3.161365032196045,0.4609375,0.71875,,,
1,1419,2.8661675453186035,0.4921875,0.7421875,,,
1,1429,2.9677462577819824,0.4609375,0.71875,,,
1,1439,3.2665750980377197,0.4609375,0.71875,,,
1,1449,2.672191619873047,0.6015625,0.8359375,,,
1,1459,2.965029716491699,0.4921875,0.7265625,,,
1,1469,3.0485076904296875,0.4375,0.71875,,,
1,1479,3.109283208847046,0.453125,0.703125,,,
1,1489,3.0012824535369873,0.40625,0.7109375,,,
1,1499,3.186504364013672,0.3828125,0.6953125,,,
1,1501,,,,3.051678419113159,0.4837087392807007,0.7319015264511108
2,1509,2.830653190612793,0.484375,0.7578125,,,
2,1519,2.8385424613952637,0.5078125,0.7734375,,,
2,1529,2.9316725730895996,0.4375,0.75,,,
2,1539,2.7791357040405273,0.53125,0.765625,,,
2,1549,2.881387710571289,0.4296875,0.7578125,,,
2,1559,2.7207159996032715,0.515625,0.828125,,,
2,1569,2.844148874282837,0.5625,0.7578125,,,
2,1579,2.849867820739746,0.46875,0.78125,,,
2,1589,2.88324236869812,0.5078125,0.7734375,,,
2,1599,3.038508415222168,0.4765625,0.7578125,,,
2,1609,2.6212821006774902,0.5390625,0.796875,,,
2,1619,2.9108004570007324,0.5078125,0.734375,,,
2,1629,2.780649185180664,0.5078125,0.78125,,,
2,1639,2.9557368755340576,0.484375,0.7734375,,,
2,1649,2.951399326324463,0.53125,0.7421875,,,
2,1659,2.9598917961120605,0.453125,0.7265625,,,
2,1669,2.710620880126953,0.515625,0.7890625,,,
2,1679,2.8041796684265137,0.46875,0.8046875,,,
2,1689,2.8597044944763184,0.4765625,0.78125,,,
2,1699,2.893054485321045,0.5390625,0.765625,,,
2,1709,2.57753849029541,0.5234375,0.84375,,,
2,1719,2.889279842376709,0.4921875,0.71875,,,
2,1729,3.0035758018493652,0.4765625,0.7265625,,,
2,1739,2.7553906440734863,0.53125,0.8125,,,
2,1749,2.8544135093688965,0.5234375,0.7734375,,,
2,1759,2.6405863761901855,0.515625,0.796875,,,
2,1769,2.7065272331237793,0.484375,0.796875,,,
2,1779,2.9438652992248535,0.453125,0.75,,,
2,1789,3.0037589073181152,0.484375,0.7265625,,,
2,1799,2.9530060291290283,0.484375,0.7578125,,,
2,1809,2.9676034450531006,0.4765625,0.7109375,,,
2,1819,2.702146053314209,0.53125,0.7421875,,,
2,1829,2.9053053855895996,0.4453125,0.7578125,,,
2,1839,2.9053211212158203,0.515625,0.765625,,,
2,1849,2.924826145172119,0.5,0.7578125,,,
2,1859,2.624093532562256,0.59375,0.8359375,,,
2,1869,2.9543395042419434,0.46875,0.7734375,,,
2,1879,2.861253499984741,0.4765625,0.75,,,
2,1889,2.658308982849121,0.53125,0.8125,,,
2,1899,2.798853874206543,0.5078125,0.765625,,,
2,1909,3.066342353820801,0.4609375,0.7265625,,,
2,1919,2.5866572856903076,0.5625,0.7578125,,,
2,1929,2.8575663566589355,0.5234375,0.78125,,,
2,1939,2.6121771335601807,0.5859375,0.7890625,,,
2,1949,2.9070932865142822,0.5,0.796875,,,
2,1959,2.8946378231048584,0.5234375,0.7578125,,,
2,1969,2.800658702850342,0.4921875,0.7421875,,,
2,1979,2.827625274658203,0.546875,0.75,,,
2,1989,2.786661148071289,0.5078125,0.78125,,,
2,1999,2.556497573852539,0.53125,0.8125,,,
2,2009,2.9694647789001465,0.4296875,0.6953125,,,
2,2019,2.7654430866241455,0.484375,0.8515625,,,
2,2029,3.048898696899414,0.484375,0.765625,,,
2,2039,2.598825693130493,0.515625,0.828125,,,
2,2049,2.7731380462646484,0.46875,0.7265625,,,
2,2059,2.6462016105651855,0.53125,0.828125,,,
2,2069,2.795267105102539,0.5703125,0.765625,,,
2,2079,2.9609737396240234,0.4765625,0.75,,,
2,2089,3.1270394325256348,0.4375,0.7890625,,,
2,2099,2.7978930473327637,0.5078125,0.734375,,,
2,2109,2.8857526779174805,0.4609375,0.734375,,,
2,2119,2.6029114723205566,0.6015625,0.84375,,,
2,2129,3.030656099319458,0.4609375,0.7421875,,,
2,2139,2.8271491527557373,0.5,0.7734375,,,
2,2149,2.875122547149658,0.453125,0.7734375,,,
2,2159,2.772145986557007,0.515625,0.8125,,,
2,2169,2.65682315826416,0.53125,0.8125,,,
2,2179,2.8780531883239746,0.5078125,0.75,,,
2,2189,2.9672536849975586,0.4609375,0.6953125,,,
2,2199,2.994558095932007,0.4609375,0.7734375,,,
2,2209,2.830714702606201,0.5390625,0.7890625,,,
2,2219,2.6915488243103027,0.515625,0.7734375,,,
2,2229,3.1436915397644043,0.5078125,0.6953125,,,
2,2239,2.821962356567383,0.5078125,0.7734375,,,
2,2249,3.032015085220337,0.5,0.734375,,,
2,2252,,,,2.917466878890991,0.5158721804618835,0.7682556509971619
3,2259,2.483912944793701,0.640625,0.8515625,,,
3,2269,2.6085848808288574,0.609375,0.8203125,,,
3,2279,2.6669604778289795,0.5625,0.84375,,,
3,2289,2.5970842838287354,0.6015625,0.828125,,,
3,2299,2.513814687728882,0.6328125,0.828125,,,
3,2309,2.5987887382507324,0.5390625,0.7734375,,,
3,2319,2.9014906883239746,0.5390625,0.78125,,,
3,2329,2.627739429473877,0.5078125,0.78125,,,
3,2339,2.7821474075317383,0.4765625,0.765625,,,
3,2349,2.7640459537506104,0.5859375,0.8203125,,,
3,2359,2.7500481605529785,0.5625,0.84375,,,
3,2369,2.699185609817505,0.546875,0.765625,,,
3,2379,2.8482794761657715,0.4765625,0.734375,,,
3,2389,2.6503243446350098,0.5859375,0.7734375,,,
3,2399,2.6160526275634766,0.53125,0.8203125,,,
3,2409,2.5294547080993652,0.5625,0.7890625,,,
3,2419,2.621462345123291,0.5625,0.796875,,,
3,2429,2.636065721511841,0.4921875,0.8046875,,,
3,2439,2.900568962097168,0.5078125,0.765625,,,
3,2449,2.6631460189819336,0.5703125,0.8125,,,
3,2459,2.6903772354125977,0.53125,0.828125,,,
3,2469,2.503530502319336,0.5859375,0.8125,,,
3,2479,2.505518913269043,0.484375,0.8046875,,,
3,2489,2.380092144012451,0.578125,0.828125,,,
