step,epoch,loss_qfl,loss_bbox,loss_dfl
34801,49,0.3434,0.3244,0.1973
34851,50,0.2884,0.3805,0.2009
34901,50,0.3564,0.3528,0.1903
34951,50,0.3842,0.3863,0.1945
35001,50,0.365,0.3677,0.2025
35051,50,0.359,0.3611,0.2005
35101,50,0.3432,0.2998,0.1845
35151,50,0.3353,0.3591,0.1925
35201,50,0.3162,0.3032,0.1945
35251,50,0.3818,0.3685,0.199
35301,50,0.3219,0.3074,0.1888
35351,50,0.3383,0.302,0.1888
35401,50,0.3496,0.3028,0.2032
35451,50,0.3974,0.324,0.1992
35501,50,0.3672,0.3359,0.1973
3431,50,0.3793,0.3333,0.2108
3481,50,0.309,0.2858,0.2015
35551,51,0.3324,0.3581,0.1929
35601,51,0.3397,0.2733,0.1852
35651,51,0.3304,0.3645,0.2042
35701,51,0.3542,0.3308,0.2055
35751,51,0.3331,0.2959,0.1812
35801,51,0.2993,0.3197,0.1827
35851,51,0.3044,0.3582,0.1936
35901,51,0.3971,0.2892,0.1834
35951,51,0.3661,0.3104,0.1784
36001,51,0.3587,0.3474,0.1942
36051,51,0.3035,0.32,0.1855
36101,51,0.3523,0.3037,0.1824
36151,51,0.3582,0.3495,0.204
36201,51,0.3056,0.3186,0.1847
36251,51,0.254,0.3677,0.1864
36301,52,0.3187,0.3821,0.2161
36351,52,0.3783,0.2994,0.1755
36401,52,0.3914,0.3224,0.1897
36451,52,0.3788,0.3298,0.1829
36501,52,0.3288,0.3137,0.1951
36551,52,0.3649,0.3475,0.1883
36601,52,0.3827,0.3485,0.197
36651,52,0.3126,0.2937,0.1878
36701,52,0.4447,0.3453,0.2008
36751,52,0.3449,0.2707,0.168
36801,52,0.3951,0.3805,0.216
36851,52,0.3075,0.3487,0.1952
36901,52,0.3387,0.3249,0.1998
36951,52,0.3635,0.3337,0.191
37001,53,0.3785,0.4237,0.2082
37051,53,0.3282,0.3019,0.1881
37101,53,0.3694,0.3638,0.1936
37151,53,0.3024,0.4242,0.222
37201,53,0.4243,0.332,0.2054
37251,53,0.3398,0.2927,0.1757
37301,53,0.3085,0.3531,0.1908
37351,53,0.4073,0.3124,0.1952
37401,53,0.3356,0.311,0.1955
37451,53,0.296,0.3634,0.1979
37501,53,0.3983,0.3392,0.2032
37551,53,0.363,0.3646,0.1981
37601,53,0.3412,0.3421,0.1947
37651,53,0.3571,0.3079,0.1826
37701,54,0.3934,0.3339,0.1931
37751,54,0.3115,0.4116,0.2168
37801,54,0.3397,0.2796,0.1885
37851,54,0.3337,0.3233,0.1908
37901,54,0.3902,0.3479,0.1985
37951,54,0.3071,0.3556,0.1903
38001,54,0.3162,0.3428,0.2018
38051,54,0.3821,0.3673,0.2056
38101,54,0.3372,0.33,0.1833
38151,54,0.3389,0.3574,0.201
38201,54,0.3537,0.3527,0.2105
38251,54,0.3203,0.3318,0.1962
38301,54,0.3811,0.3497,0.2051
38351,54,0.2778,0.3687,0.1919
38401,55,0.3499,0.3387,0.1921
38451,55,0.3147,0.3018,0.1937
38501,55,0.3792,0.3397,0.1961
38551,55,0.3216,0.3398,0.2061
38601,55,0.3799,0.2874,0.1796
38651,55,0.375,0.3254,0.189
38701,55,0.333,0.3569,0.1963
38751,55,0.3137,0.2785,0.1859
38801,55,0.317,0.3283,0.1844
38851,55,0.2992,0.3166,0.1915
38901,55,0.3318,0.3384,0.1944
38951,55,0.3472,0.353,0.1953
39001,55,0.3104,0.2774,0.1714
39051,55,0.2617,0.2682,0.1738
39101,55,0.4037,0.3567,0.2097
39151,56,0.2917,0.3326,0.2003
39201,56,0.3134,0.3549,0.2067
39251,56,0.3048,0.3318,0.1884
39301,56,0.3192,0.3089,0.2033
39351,56,0.3608,0.3351,0.1959
39401,56,0.3548,0.2909,0.1775
39451,56,0.3504,0.3445,0.197
39501,56,0.3937,0.377,0.2053
39551,56,0.3013,0.299,0.1827
39601,56,0.3279,0.3278,0.1933
39651,56,0.3408,0.3278,0.1911
39701,56,0.3185,0.317,0.1957
39751,56,0.3711,0.3304,0.1837
39801,56,0.3457,0.393,0.1977
39851,57,0.3685,0.3247,0.1887
39901,57,0.2641,0.3318,0.1874
39951,57,0.2735,0.4059,0.1929
40001,57,0.3056,0.3493,0.195
40051,57,0.3228,0.3918,0.2158
40101,57,0.321,0.3313,0.1903
40151,57,0.2828,0.3204,0.2044
40201,57,0.3257,0.4351,0.2173
40251,57,0.3101,0.3023,0.1898
40301,57,0.395,0.3221,0.1797
40351,57,0.3821,0.3423,0.1944
40401,57,0.3353,0.3526,0.1948
40451,57,0.2983,0.357,0.1952
40501,57,0.3452,0.3734,0.2112
40551,58,0.3232,0.37,0.2045
40601,58,0.2992,0.2973,0.1845
40651,58,0.297,0.3231,0.195
40701,58,0.3365,0.3665,0.1962
40751,58,0.3198,0.3537,0.2046
40801,58,0.2661,0.3612,0.1858
40851,58,0.314,0.2871,0.1813
40901,58,0.3715,0.3165,0.196
40951,58,0.3475,0.2974,0.1667
41001,58,0.2723,0.3318,0.1855
41051,58,0.2937,0.3672,0.2064
41101,58,0.3207,0.357,0.2082
41151,58,0.3147,0.3589,0.2081
41201,58,0.3015,0.2721,0.1784
41251,59,0.3404,0.2865,0.1851
41301,59,0.2653,0.4039,0.1773
41351,59,0.3414,0.2918,0.1859
41401,59,0.2848,0.3423,0.199
41451,59,0.2879,0.4044,0.2146
41501,59,0.2821,0.3474,0.1897
41551,59,0.3031,0.3387,0.1962
41601,59,0.2895,0.3259,0.1964
41651,59,0.3279,0.353,0.2062
41701,59,0.4656,0.3054,0.1872
41751,59,0.2942,0.4106,0.2051
41801,59,0.3164,0.2993,0.187
41851,59,0.3215,0.3315,0.1853
41901,59,0.2793,0.3091,0.1748
41951,60,0.2979,0.2588,0.1681
42001,60,0.3056,0.3638,0.195
42051,60,0.2893,0.337,0.1861
42101,60,0.3834,0.2857,0.1828
42151,60,0.3344,0.3442,0.1945
42201,60,0.2911,0.3643,0.1958
42251,60,0.2808,0.351,0.2035
42301,60,0.2234,0.4204,0.2011
42351,60,0.2882,0.3191,0.1869
42401,60,0.3195,0.2848,0.1791
42451,60,0.2994,0.3312,0.1936
42501,60,0.3053,0.329,0.1849
42551,60,0.3509,0.3719,0.2114
42601,60,0.336,0.2806,0.1739
42651,60,0.285,0.3776,0.1995
4131,60,0.3565,0.3317,0.2121
4181,60,0.301,0.2827,0.2004
42701,61,0.3012,0.2643,0.1801
42751,61,0.2802,0.3436,0.1921
42801,61,0.3225,0.3532,0.1997
42851,61,0.2653,0.3576,0.2066
42901,61,0.3266,0.2876,0.1818
42951,61,0.2429,0.2841,0.181
43001,61,0.3794,0.3494,0.1939
43051,61,0.2871,0.2693,0.1842
43101,61,0.274,0.372,0.211
43151,61,0.3003,0.309,0.1853
43201,61,0.2799,0.3625,0.1952
43251,61,0.2938,0.3888,0.1968
43301,61,0.32,0.3114,0.1801
43351,61,0.369,0.3734,0.2078
43401,62,0.2683,0.3269,0.1846
43451,62,0.2908,0.3097,0.1956
43501,62,0.385,0.3417,0.1862
43551,62,0.2999,0.3244,0.1826
43601,62,0.3184,0.2849,0.1863
43651,62,0.3188,0.3617,0.1914
43701,62,0.3107,0.3218,0.1906
43751,62,0.3394,0.295,0.1759
43801,62,0.4125,0.3321,0.1965
43851,62,0.408,0.3432,0.1954
43901,62,0.3236,0.3187,0.1803
43951,62,0.2817,0.3982,0.2001
44001,62,0.3067,0.3364,0.199
44051,62,0.2973,0.3433,0.1974
44101,63,0.3455,0.3059,0.1818
44151,63,0.3084,0.3457,0.1966
44201,63,0.3195,0.3568,0.2004
44251,63,0.2756,0.2901,0.1825
44301,63,0.292,0.3506,0.2034
44351,63,0.3143,0.3054,0.1893
44401,63,0.2975,0.3492,0.1839
44451,63,0.3117,0.3136,0.195
44501,63,0.3589,0.3822,0.1935
44551,63,0.32,0.3649,0.2033
44601,63,0.3626,0.3593,0.1996
44651,63,0.3806,0.3337,0.1939
44701,63,0.3464,0.3104,0.1939
44751,63,0.3286,0.3239,0.1956
44801,64,0.3505,0.2983,0.1911
44851,64,0.2752,0.3222,0.1877
44901,64,0.3278,0.2646,0.1756
44951,64,0.3176,0.3128,0.1966
45001,64,0.2748,0.2875,0.1817
45051,64,0.2942,0.3591,0.1978
45101,64,0.2859,0.327,0.1925
45151,64,0.4019,0.3174,0.1957
45201,64,0.2719,0.2926,0.1789
45251,64,0.3254,0.3056,0.1865
45301,64,0.3361,0.3149,0.1914
45351,64,0.2478,0.2877,0.1816
45401,64,0.2915,0.3566,0.1945
45451,64,0.3777,0.3048,0.1801
45501,64,0.2719,0.3086,0.1969
45551,65,0.3092,0.3138,0.2056
45601,65,0.3329,0.355,0.2151
45651,65,0.3019,0.3028,0.1812
45701,65,0.35,0.2962,0.1807
45751,65,0.3122,0.4469,0.2123
45801,65,0.3282,0.3201,0.1914
45851,65,0.2964,0.2709,0.1696
45901,65,0.245,0.3345,0.1889
45951,65,0.2471,0.3201,0.1898
46001,65,0.2716,0.3295,0.2024
46051,65,0.3026,0.3198,0.1892
46101,65,0.2677,0.3393,0.1899
46151,65,0.3216,0.3812,0.2028
46201,65,0.3827,0.3082,0.1781
46251,66,0.2624,0.3296,0.1876
46301,66,0.3291,0.3201,0.1997
46351,66,0.2718,0.3533,0.1913
46401,66,0.3123,0.3521,0.1883
46451,66,0.3127,0.3135,0.1905
46501,66,0.2344,0.2819,0.1772
46551,66,0.33,0.3247,0.1927
46601,66,0.3291,0.2882,0.1787
46651,66,0.2948,0.311,0.1891
46701,66,0.3295,0.2975,0.1782
46751,66,0.2675,0.3833,0.2018
46801,66,0.2886,0.2967,0.193
46851,66,0.3907,0.316,0.2015
46901,66,0.3013,0.3037,0.1777
46951,67,0.3095,0.3442,0.1996
47001,67,0.2773,0.3109,0.1847
47051,67,0.2911,0.4016,0.2132
47101,67,0.3461,0.3079,0.1825
47151,67,0.2701,0.3045,0.1825
47201,67,0.3292,0.3204,0.1875
47251,67,0.3693,0.3058,0.1808
47301,67,0.3596,0.3275,0.1816
47351,67,0.3243,0.3104,0.1901
47401,67,0.261,0.321,0.1837
47451,67,0.3613,0.35,0.1888
47501,67,0.3236,0.3264,0.1883
47551,67,0.2628,0.3495,0.205
47601,67,0.2805,0.2863,0.1764
47651,68,0.3026,0.3057,0.1866
47701,68,0.2528,0.2722,0.1762
47751,68,0.2728,0.3046,0.1735
47801,68,0.2793,0.3385,0.1907
47851,68,0.3668,0.3373,0.1961
47901,68,0.2572,0.4017,0.207
47951,68,0.2766,0.3041,0.1848
48001,68,0.3284,0.3428,0.1951
48051,68,0.309,0.3538,0.2019
48101,68,0.3593,0.3158,0.187
48151,68,0.2804,0.3183,0.1715
48201,68,0.2759,0.3196,0.1924
48251,68,0.2975,0.278,0.1774
48301,68,0.3074,0.4196,0.2154
48351,69,0.2887,0.2997,0.1888
48401,69,0.311,0.341,0.1874
48451,69,0.2692,0.2926,0.1849
48501,69,0.3147,0.3367,0.1923
48551,69,0.3198,0.3443,0.2031
48601,69,0.2565,0.3082,0.193
48651,69,0.2502,0.3507,0.1936
48701,69,0.3467,0.2637,0.1693
48751,69,0.2695,0.2781,0.1794
48801,69,0.3397,0.3044,0.1831
48851,69,0.25,0.3739,0.1827
48901,69,0.3031,0.411,0.2014
48951,69,0.3098,0.2956,0.183
49001,69,0.3054,0.2976,0.1824
49051,69,0.309,0.3019,0.1981
49101,70,0.3279,0.2971,0.1779
49151,70,0.2677,0.2819,0.1795
49201,70,0.2628,0.2821,0.1759
49251,70,0.3016,0.3434,0.193
49301,70,0.3322,0.3511,0.2058
49351,70,0.2381,0.273,0.1837
49401,70,0.3025,0.3277,0.1939
49451,70,0.3063,0.2799,0.1781
49501,70,0.2957,0.3272,0.1916
49551,70,0.2944,0.3462,0.195
49601,70,0.2469,0.2921,0.1876
49651,70,0.258,0.3252,0.19
49701,70,0.3064,0.3626,0.1939
49751,70,0.2693,0.311,0.1836
4831,70,0.3137,0.3345,0.2144
4881,70,0.3034,0.2775,0.1999
49801,71,0.2704,0.3073,0.1857
49851,71,0.2296,0.2425,0.1628
49901,71,0.2951,0.3312,0.1944
