[NanoDet][06-21 01:52:54]INFO: Setting up data...
[NanoDet][06-21 01:52:55]INFO: Creating model...
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.0.weight, required shapetorch.Size([37, 96, 1, 1]), loaded shapetorch.Size([112, 96, 1, 1]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.0.bias, required shapetorch.Size([37]), loaded shapetorch.Size([112]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.1.weight, required shapetorch.Size([37, 96, 1, 1]), loaded shapetorch.Size([112, 96, 1, 1]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.1.bias, required shapetorch.Size([37]), loaded shapetorch.Size([112]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.2.weight, required shapetorch.Size([37, 96, 1, 1]), loaded shapetorch.Size([112, 96, 1, 1]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.2.bias, required shapetorch.Size([37]), loaded shapetorch.Size([112]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.3.weight, required shapetorch.Size([37, 96, 1, 1]), loaded shapetorch.Size([112, 96, 1, 1]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter head.gfl_cls.3.bias, required shapetorch.Size([37]), loaded shapetorch.Size([112]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter aux_head.gfl_cls.weight, required shapetorch.Size([5, 192, 3, 3]), loaded shapetorch.Size([80, 192, 3, 3]).
[NanoDet][06-21 01:53:01]INFO: Skip loading parameter aux_head.gfl_cls.bias, required shapetorch.Size([5]), loaded shapetorch.Size([80]).
[NanoDet][06-21 01:53:01]INFO: Loaded model weight from /root/autodl-tmp/nanodet-plus-m_416_checkpoint.ckpt
[NanoDet][06-21 01:53:01]INFO: Weight Averaging is enabled
[NanoDet][06-21 01:53:10]INFO: Train|Epoch1/30|Iter0(1/711)| mem:10.7G| lr:1.00e-07| loss_qfl:1.0712| loss_bbox:1.5298| loss_dfl:0.5211| aux_loss_qfl:1.0790| aux_loss_bbox:0.8273| aux_loss_dfl:0.3184| 
[NanoDet][06-21 01:53:43]INFO: Train|Epoch1/30|Iter50(51/711)| mem:11.9G| lr:1.00e-04| loss_qfl:1.4547| loss_bbox:1.3708| loss_dfl:0.5035| aux_loss_qfl:0.9437| aux_loss_bbox:0.5339| aux_loss_dfl:0.2213| 
[NanoDet][06-21 01:54:16]INFO: Train|Epoch1/30|Iter100(101/711)| mem:11.9G| lr:2.00e-04| loss_qfl:1.0292| loss_bbox:0.9562| loss_dfl:0.4417| aux_loss_qfl:0.5981| aux_loss_bbox:0.3663| aux_loss_dfl:0.1914| 
[NanoDet][06-21 01:54:48]INFO: Train|Epoch1/30|Iter150(151/711)| mem:11.9G| lr:3.00e-04| loss_qfl:0.5845| loss_bbox:0.6479| loss_dfl:0.3740| aux_loss_qfl:0.5431| aux_loss_bbox:0.3385| aux_loss_dfl:0.2022| 
[NanoDet][06-21 01:55:20]INFO: Train|Epoch1/30|Iter200(201/711)| mem:11.9G| lr:4.00e-04| loss_qfl:0.5824| loss_bbox:0.6270| loss_dfl:0.3182| aux_loss_qfl:0.5358| aux_loss_bbox:0.3892| aux_loss_dfl:0.2088| 
[NanoDet][06-21 01:55:53]INFO: Train|Epoch1/30|Iter250(251/711)| mem:11.9G| lr:5.00e-04| loss_qfl:0.5229| loss_bbox:0.5754| loss_dfl:0.3037| aux_loss_qfl:0.5082| aux_loss_bbox:0.4134| aux_loss_dfl:0.2119| 
[NanoDet][06-21 01:56:25]INFO: Train|Epoch1/30|Iter300(301/711)| mem:11.9G| lr:6.00e-04| loss_qfl:0.5381| loss_bbox:0.4633| loss_dfl:0.2612| aux_loss_qfl:0.4666| aux_loss_bbox:0.3639| aux_loss_dfl:0.2154| 
[NanoDet][06-21 01:56:58]INFO: Train|Epoch1/30|Iter350(351/711)| mem:11.9G| lr:7.00e-04| loss_qfl:0.5313| loss_bbox:0.5113| loss_dfl:0.2646| aux_loss_qfl:0.4986| aux_loss_bbox:0.3889| aux_loss_dfl:0.2077| 
[NanoDet][06-21 01:57:32]INFO: Train|Epoch1/30|Iter400(401/711)| mem:11.9G| lr:8.00e-04| loss_qfl:0.5960| loss_bbox:0.4659| loss_dfl:0.2459| aux_loss_qfl:0.5491| aux_loss_bbox:0.3712| aux_loss_dfl:0.2062| 
[NanoDet][06-21 01:58:06]INFO: Train|Epoch1/30|Iter450(451/711)| mem:11.9G| lr:9.00e-04| loss_qfl:0.6085| loss_bbox:0.4479| loss_dfl:0.2367| aux_loss_qfl:0.5661| aux_loss_bbox:0.3619| aux_loss_dfl:0.2048| 
[NanoDet][06-21 01:58:39]INFO: Train|Epoch1/30|Iter500(501/711)| mem:11.9G| lr:1.00e-03| loss_qfl:0.6352| loss_bbox:0.4865| loss_dfl:0.2446| aux_loss_qfl:0.5369| aux_loss_bbox:0.4215| aux_loss_dfl:0.2086| 
