step,lr,loss_qfl,loss_bbox,loss_dfl,aux_loss_qfl,aux_loss_bbox,aux_loss_dfl
18000,0.000114,0.322986,0.28577,0.165273,0.286548,0.256307,0.154623
18050,0.000114,0.273645,0.261276,0.176893,0.249766,0.23983,0.169537
18100,0.000114,0.350562,0.403898,0.210519,0.331068,0.381043,0.199116
18150,0.000114,0.312496,0.377852,0.190382,0.266317,0.357087,0.183938
18200,0.000114,0.277125,0.284436,0.161875,0.240868,0.26501,0.157484
18250,0.000114,0.313433,0.237524,0.162388,0.291961,0.223198,0.157843
18300,0.000114,0.285154,0.317962,0.17503,0.262443,0.287168,0.163985
18350,0.000114,0.30243,0.394724,0.219504,0.27223,0.353931,0.208858
18400,0.000114,0.302399,0.353141,0.189519,0.264901,0.313077,0.181948
18450,0.000114,0.309229,0.352156,0.17851,0.270819,0.318487,0.167504
18500,9.1e-05,0.271533,0.308525,0.177845,0.229906,0.27989,0.166448
18550,9.1e-05,0.294187,0.324588,0.184831,0.258466,0.303706,0.174526
18600,9.1e-05,0.289415,0.385811,0.203095,0.254417,0.353453,0.191798
18650,9.1e-05,0.324033,0.27701,0.1737,0.279182,0.266995,0.170096
18700,9.1e-05,0.253588,0.313026,0.1836,0.22378,0.28003,0.174938
18750,9.1e-05,0.303655,0.32624,0.178441,0.271034,0.303031,0.170351
18800,9.1e-05,0.274696,0.375438,0.181692,0.25273,0.349987,0.176388
18850,9.1e-05,0.305503,0.364186,0.191976,0.278955,0.315679,0.178071
18900,9.1e-05,0.333825,0.359982,0.190537,0.316138,0.333395,0.183129
18950,9.1e-05,0.33913,0.318841,0.182781,0.295372,0.293432,0.175178
19000,9.1e-05,0.323562,0.344008,0.178581,0.303874,0.307708,0.168434
19050,9.1e-05,0.315879,0.369639,0.191009,0.278945,0.324331,0.176305
19100,9.1e-05,0.251662,0.311323,0.170125,0.222165,0.275021,0.15946
19150,9.1e-05,0.301174,0.263148,0.159668,0.265559,0.244336,0.154636
19200,7.3e-05,0.26746,0.368859,0.189175,0.233291,0.3451,0.181906
19250,7.3e-05,0.373477,0.315613,0.187876,0.349919,0.284477,0.178918
19300,7.3e-05,0.270546,0.250926,0.162854,0.240621,0.236839,0.157585
19350,7.3e-05,0.283615,0.363703,0.195563,0.269004,0.328943,0.183562
19400,7.3e-05,0.338838,0.391551,0.198436,0.318148,0.355503,0.188537
19450,7.3e-05,0.284241,0.336558,0.196896,0.243408,0.316033,0.189958
19500,7.3e-05,0.343932,0.362575,0.189445,0.329604,0.324353,0.17824
19550,7.3e-05,0.260108,0.293953,0.174186,0.224209,0.273641,0.168785
19600,7.3e-05,0.270164,0.323159,0.179037,0.227485,0.300499,0.170618
19650,7.3e-05,0.265803,0.318617,0.175821,0.225622,0.292141,0.169137
19700,7.3e-05,0.310939,0.384979,0.192019,0.272176,0.358549,0.183102
19750,7.3e-05,0.257887,0.419391,0.192084,0.222929,0.394464,0.185528
19800,7.3e-05,0.273013,0.317634,0.18789,0.239662,0.283345,0.173715
19850,7.3e-05,0.239866,0.373605,0.200049,0.218413,0.345102,0.198563
19900,7.3e-05,0.297618,0.341174,0.18271,0.253393,0.315792,0.174973
19950,6e-05,0.360249,0.339933,0.191792,0.321861,0.309978,0.182442
20000,6e-05,0.307611,0.343019,0.186359,0.273644,0.297453,0.174057
20050,6e-05,0.301202,0.325052,0.186391,0.262452,0.301755,0.177959
20100,6e-05,0.292553,0.311463,0.161605,0.245743,0.277725,0.154883
20150,6e-05,0.364873,0.399507,0.208896,0.346473,0.360574,0.197108
20200,6e-05,0.272067,0.372344,0.190774,0.253527,0.344097,0.182187
20250,6e-05,0.262529,0.347873,0.183077,0.23889,0.308953,0.17299
20300,6e-05,0.317688,0.349729,0.184772,0.290118,0.322182,0.177357
20350,6e-05,0.308791,0.275562,0.173347,0.26658,0.246608,0.162728
20400,6e-05,0.283967,0.284849,0.170988,0.251278,0.261869,0.165922
20450,6e-05,0.269723,0.363397,0.172041,0.230224,0.321104,0.160467
20500,6e-05,0.322358,0.337194,0.188239,0.298676,0.311695,0.181563
20550,6e-05,0.294717,0.390496,0.205141,0.271886,0.356439,0.191119
20600,6e-05,0.270081,0.306931,0.1798,0.228779,0.288311,0.172847
20650,5.3e-05,0.31557,0.35576,0.198502,0.273713,0.330518,0.187794
20700,5.3e-05,0.297614,0.334047,0.179444,0.264293,0.301907,0.169682
20750,5.3e-05,0.306593,0.284082,0.176991,0.269937,0.25469,0.169678
20800,5.3e-05,0.319853,0.326658,0.185144,0.275225,0.298978,0.173296
20850,5.3e-05,0.310607,0.318356,0.1794,0.278649,0.284311,0.170451
20900,5.3e-05,0.285412,0.340613,0.188124,0.258014,0.301465,0.173161
20950,5.3e-05,0.303799,0.368383,0.191432,0.264535,0.346725,0.183602
21000,5.3e-05,0.338002,0.354197,0.183407,0.308983,0.319152,0.176366
21050,5.3e-05,0.305518,0.289587,0.169227,0.268566,0.265533,0.162183
21100,5.3e-05,0.269735,0.334681,0.188741,0.238258,0.306847,0.177847
21150,5.3e-05,0.25645,0.354544,0.188936,0.23278,0.313684,0.178156
21200,5.3e-05,0.319983,0.371584,0.193543,0.28602,0.346754,0.187438
21250,5.3e-05,0.238407,0.339064,0.188671,0.212096,0.307589,0.178336
21300,5.3e-05,0.266062,0.37819,0.202278,0.249492,0.328962,0.18918
